782.5, 184.461018205, 838.569868088, 333.8632164, 0.661764705882, 7.028023167230759
868.323935032, 177.82779789, 939.027626038, 324.525520325, 0.658823529412, 7.350971074539503
129.140054226, 186.056922674, 182.658632755, 323.252304077, 0.525, 9.045948317596851
449.291514754, 177.944419384, 479.811308086, 261.0, 0.595588235294, 13.559454464702622
691.858039171, 174.99896431, 717.426690698, 233.317929268, 0.694117647059, 17.977106818724486
912.615067482, 173.149343729, 950.61055398, 261.606848717, 0.502941176471, 10.913913796139221
1125.28636003, 158.247800112, 1170.34309578, 266.182069778, 0.652941176471, 11.444819962908376
998.081460476, 160.844678164, 1025.08539987, 246.274981499, 0.744117647059, 12.558778093657963
473.124268055, 178.640984535, 490.71735096, 231.081408501, 0.292647058824, 13.968723885868364
442.5, 180.920166492, 459.231170654, 231.827753305, 0.351470588235, 14.369999524353522
