695.79084301, 153.804281473, 707.839301035, 199.029631615, 0.280882352941, 33.73426921009789
280.007932374, 147.567359865, 302.62408042, 221.502860069, 0.467647058824, 8.96757114209553
1017.12293625, 158.531997919, 1099.22569132, 406.041496277, 0.576470588235, 5.59412374436142
1088.18794823, 156.607136965, 1147.45012331, 369.993503571, 0.558823529412, 5.630633502134507
932.07352066, 170.520537853, 1010.54786801, 361.20018959, 0.711764705882, 5.605588203938132
595.641061127, 152.463038206, 624.934201539, 241.5, 0.904411764706, 15.290138228120721
639.487573624, 145.537899971, 669.183966398, 238.082162857, 0.885294117647, 14.984681170559098
573.247679234, 152.755072713, 596.171304226, 220.410875797, 0.805882352941, 17.70415192294431
550.942117214, 149.411805868, 570.726599932, 222.825965881, 0.807352941176, 18.639114532346834
444.048526905, 152.097223282, 469.755389571, 217.665708542, 0.730882352941, 10.612437822168944
476.728182793, 157.546821833, 498.079767942, 219.899495125, 0.666176470588, 15.251389792431024
503.265346527, 147.878412724, 522.949128389, 219.517634869, 0.85, 20.56786365561703
532.574703932, 149.08979702, 547.204824924, 219.5, 0.180882352941, 20.528261874616916
