778.984575272, 185.153385639, 822.078902721, 335.145687103, 0.669117647059, 6.984739996563385
876.435826778, 175.596178055, 937.850993633, 336.203872681, 0.698529411765, 6.973162771845609
216.457830191, 181.282589436, 271.280097604, 325.553453445, 0.657352941176, 8.207606975670858
552.335831493, 174.060287237, 575.762298822, 252.544169426, 0.692647058824, 14.395501450978859
723.519031167, 171.613474846, 741.773136616, 233.119572639, 0.607352941176, 18.41521767210643
1004.51878083, 171.730986834, 1045.08878708, 261.663318634, 0.608823529412, 8.379080601986619
1139.84987354, 158.835988998, 1184.17255878, 255.689909935, 0.589705882353, 10.178814005275637
957.071388245, 163.89811945, 981.000545144, 240.594870567, 0.732352941176, 12.333352035722132
514.724089622, 181.025074959, 530.800138712, 223.596432209, 0.580882352941, 23.943809467525163
492.848019123, 180.072882295, 508.052408427, 224.024085522, 0.479411764706, 23.131079729531038
