1076.5, 213.512782454, 1141.5225482, 388.540842056, 0.225, 4.955413410685776
272.044488274, 154.912862301, 311.585291862, 223.907256126, 0.291176470588, 8.378856069033747
1125.38409567, 207.048830032, 1202.67785418, 391.577959061, 0.266176470588, 5.408638567216399
660.808202267, 151.481471121, 691.478410006, 259.334804535, 0.829411764706, 12.188348998962216
654.5, 151.477684021, 689.594768047, 258.9662323, 0.0382352941176, 11.72628364002328
608.975010395, 156.686121941, 646.017931819, 264.155777931, 0.775, 11.130913249624413
597.0, 149.866742611, 621.578320503, 268.124332428, 0.867647058824, 10.969615094743979
525.85936594, 150.346237659, 553.106394291, 210.067929268, 0.875, 22.968752170336167
553.744785786, 147.781207085, 574.25150013, 206.83602047, 0.794117647059, 23.041878881884585
490.331535816, 151.7425282, 506.0654881, 207.905383825, 0.695588235294, 22.34913598685225
404.800076485, 150.310856462, 425.141004086, 203.464020729, 0.677941176471, 10.736310689854431
440.683975458, 155.099620342, 459.367120028, 201.466353416, 0.677941176471, 11.662290906699438
469.285283327, 149.288704157, 486.290972233, 206.0, 0.726470588235, 15.013439656669426
